Symbol,T1,T3,T4,T8,T9,T10,T11,T12,T13,T15,T16
YBL100C,9.104060616674264,8.827170623492801,8.98969673168237,9.277812304703243,9.304692623557658,8.982288817039839,9.364501273049816,9.018295525049817,9.132564516516144,9.253441038811612,9.1457398978194675
YBL099W,12.265821831821345,11.877348739490941,12.165223000806101,12.135782769662574,12.104864839627359,12.143450769583547,12.339009378841808,12.16021572564864,12.25711070078552,12.299145358700253,12.114476341968237
YBL098W,9.961143515061748,9.918946175933378,9.788338404597516,9.691111709894809,9.799530204763213,9.65649544302737,9.649132264057837,9.948952523680028,9.823917084900664,10.142900738810443,9.996081507155017
YBL097W,11.983752666122449,11.823323536128687,11.722500895998635,11.766775319543692,11.779988870120718,11.837423012276036,11.832397044025253,11.783407455082035,11.78529742488539,11.805366314466843,11.848838541307778
YBL096C,10.082476362106677,9.704315196262632,10.221394446440572,10.246251598395482,10.32618247855169,10.395542358105278,10.444714018974212,10.068135604117732,10.421419143450404,10.248963769769004,10.133982755050788
YBL095W,10.361868917885023,10.2277532879618,10.636500966447388,10.602504810473565,10.671054949443116,10.700392492937073,10.726826349996683,10.51676097810169,10.767908121428837,10.621862307244085,10.590191181230745
YBL094C,9.143735552480742,8.807197109684985,9.15114677458674,9.174805343277725,9.286343341419842,9.130653598860643,9.450388508206904,8.930414444775021,9.390924181291155,9.144176193938542,9.124715737994132
YBL093C,10.229847463959743,10.113895983004356,10.386724250779297,10.349955685043945,10.349568998850039,10.37868113992097,10.363406526636492,10.364867294160844,10.376488558466768,10.369163154371737,10.419424299801195
YBL092W,9.816438403085073,10.01909144704794,10.246413399310843,10.544111210527534,10.568485277742644,10.630894375473952,10.444714018974212,10.220004302303327,10.103975716490325,10.284800111932748,10.085842826092586
YBL091C-A,9.147643690375741,8.339612333700934,8.558078620150512,9.142158409636075,8.946998775533212,9.265173482348375,9.065067876606332,9.187911353818938,8.960575024798535,9.137064382137991,8.883214806240085
YBL091C,11.01492291890055,10.530639574929076,11.205861520963118,11.135146518746708,11.11237155198679,11.319709880550048,11.246298907914419,10.900195126593115,11.074650522709142,11.236774362207287,11.133340646576125
YBL090W,7.936405287581537,7.712565212162404,7.8267884252854145,8.157331355436135,8.053916359810453,8.448076476804168,8.126920584418386,8.147718550585017,8.086728167153536,8.021011812341898,7.92326488348982
YBL089W,10.453121327431846,10.636303752085583,10.448907057742424,10.498214666972775,10.565635041443612,10.645064412601254,10.508394887286727,10.742839799171353,10.640683898699475,10.65211073912209,10.657611393503323
